"";"ano";"CNAE1";"X20";"n"
"9146";1987;"Educação";"RS";60
"9147";1987;"Educação";"SC";35
"9148";1987;"Educação";"SE";1
"9149";1987;"Educação";"SP";252
"9150";1987;"Educação";"TO";2
"9151";1987;"Eletricidade e gás";"GO";1
"9152";1987;"Eletricidade e gás";"MG";1
"9153";1987;"Eletricidade e gás";"MS";2
"9154";1987;"Eletricidade e gás";"PA";1
"9155";1987;"Eletricidade e gás";"SC";1
"9156";1987;"Indústrias de transformação ";"AC";8
"9157";1987;"Indústrias de transformação ";"AL";25
"9158";1987;"Indústrias de transformação ";"AM";36
"9159";1987;"Indústrias de transformação ";"AP";3
"9160";1987;"Indústrias de transformação ";"BA";78
"9161";1987;"Indústrias de transformação ";"CE";104
"9162";1987;"Indústrias de transformação ";"DF";26
"9163";1987;"Indústrias de transformação ";"ES";80
"9164";1987;"Indústrias de transformação ";"GO";129
"9165";1987;"Indústrias de transformação ";"MA";25
"9166";1987;"Indústrias de transformação ";"MG";462
"9167";1987;"Indústrias de transformação ";"MS";41
"9168";1987;"Indústrias de transformação ";"MT";57
"9169";1987;"Indústrias de transformação ";"PA";32
"9170";1987;"Indústrias de transformação ";"PB";33
"9171";1987;"Indústrias de transformação ";"PE";73
"9172";1987;"Indústrias de transformação ";"PI";35
"9173";1987;"Indústrias de transformação ";"PR";402
"9174";1987;"Indústrias de transformação ";"RJ";190
"9175";1987;"Indústrias de transformação ";"RN";33
"9176";1987;"Indústrias de transformação ";"RO";28
"9177";1987;"Indústrias de transformação ";"RR";7
"9178";1987;"Indústrias de transformação ";"RS";613
"9179";1987;"Indústrias de transformação ";"SC";345
"9180";1987;"Indústrias de transformação ";"SE";13
"9181";1987;"Indústrias de transformação ";"SP";1455
"9182";1987;"Indústrias de transformação ";"TO";8
"9183";1987;"Indústrias extrativas";"AC";1
"9184";1987;"Indústrias extrativas";"AM";2
"9185";1987;"Indústrias extrativas";"AP";1
"9186";1987;"Indústrias extrativas";"BA";3
"9187";1987;"Indústrias extrativas";"CE";3
"9188";1987;"Indústrias extrativas";"DF";1
"9189";1987;"Indústrias extrativas";"ES";8
"9190";1987;"Indústrias extrativas";"GO";12
"9191";1987;"Indústrias extrativas";"MA";2
"9192";1987;"Indústrias extrativas";"MG";51
"9193";1987;"Indústrias extrativas";"MS";2
"9194";1987;"Indústrias extrativas";"MT";5
"9195";1987;"Indústrias extrativas";"PA";2
"9196";1987;"Indústrias extrativas";"PB";4
"9197";1987;"Indústrias extrativas";"PE";2
"9198";1987;"Indústrias extrativas";"PI";3
"9199";1987;"Indústrias extrativas";"PR";12
"9200";1987;"Indústrias extrativas";"RJ";9
"9201";1987;"Indústrias extrativas";"RO";2
"9202";1987;"Indústrias extrativas";"RS";15
"9203";1987;"Indústrias extrativas";"SC";7
"9204";1987;"Indústrias extrativas";"SP";27
"9205";1987;"Informação e comunicação";"AC";5
"9206";1987;"Informação e comunicação";"AL";6
"9207";1987;"Informação e comunicação";"AM";4
"9208";1987;"Informação e comunicação";"AP";2
"9209";1987;"Informação e comunicação";"BA";22
"9210";1987;"Informação e comunicação";"CE";25
"9211";1987;"Informação e comunicação";"DF";12
"9212";1987;"Informação e comunicação";"ES";10
"9213";1987;"Informação e comunicação";"GO";23
"9214";1987;"Informação e comunicação";"MA";7
"9215";1987;"Informação e comunicação";"MG";84
"9216";1987;"Informação e comunicação";"MS";14
"9217";1987;"Informação e comunicação";"MT";16
"9218";1987;"Informação e comunicação";"PA";5
"9219";1987;"Informação e comunicação";"PB";7
"9220";1987;"Informação e comunicação";"PE";10
"9221";1987;"Informação e comunicação";"PI";4
"9222";1987;"Informação e comunicação";"PR";56
"9223";1987;"Informação e comunicação";"RJ";95
"9224";1987;"Informação e comunicação";"RN";5
"9225";1987;"Informação e comunicação";"RO";2
"9226";1987;"Informação e comunicação";"RR";2
"9227";1987;"Informação e comunicação";"RS";74
"9228";1987;"Informação e comunicação";"SC";41
"9229";1987;"Informação e comunicação";"SE";2
"9230";1987;"Informação e comunicação";"SP";350
"9231";1987;"Informação e comunicação";"TO";2
"9232";1987;"Organismos internacionais e outras instituições extraterritoriais";"BA";2
"9233";1987;"Organismos internacionais e outras instituições extraterritoriais";"DF";1
"9234";1987;"Organismos internacionais e outras instituições extraterritoriais";"GO";1
"9235";1987;"Organismos internacionais e outras instituições extraterritoriais";"PE";1
"9236";1987;"Organismos internacionais e outras instituições extraterritoriais";"SP";1
"9237";1987;"Outras atividades de serviços";"AC";31
"9238";1987;"Outras atividades de serviços";"AL";77
"9239";1987;"Outras atividades de serviços";"AM";53
"9240";1987;"Outras atividades de serviços";"AP";8
"9241";1987;"Outras atividades de serviços";"BA";453
"9242";1987;"Outras atividades de serviços";"CE";177
"9243";1987;"Outras atividades de serviços";"DF";100
"9244";1987;"Outras atividades de serviços";"ES";112
"9245";1987;"Outras atividades de serviços";"GO";136
"9246";1987;"Outras atividades de serviços";"MA";153
"9247";1987;"Outras atividades de serviços";"MG";869
"9248";1987;"Outras atividades de serviços";"MS";109
"9249";1987;"Outras atividades de serviços";"MT";122
"9250";1987;"Outras atividades de serviços";"PA";125
"9251";1987;"Outras atividades de serviços";"PB";95
"9252";1987;"Outras atividades de serviços";"PE";138
"9253";1987;"Outras atividades de serviços";"PI";62
"9254";1987;"Outras atividades de serviços";"PR";597
"9255";1987;"Outras atividades de serviços";"RJ";544
"9256";1987;"Outras atividades de serviços";"RN";78
"9257";1987;"Outras atividades de serviços";"RO";55
"9258";1987;"Outras atividades de serviços";"RR";3
"9259";1987;"Outras atividades de serviços";"RS";662
"9260";1987;"Outras atividades de serviços";"SC";384
"9261";1987;"Outras atividades de serviços";"SE";80
"9262";1987;"Outras atividades de serviços";"SP";1158
"9263";1987;"Outras atividades de serviços";"TO";15
"9264";1987;"Saúde humana e serviços sociais ";"AC";4
"9265";1987;"Saúde humana e serviços sociais ";"AL";5
"9266";1987;"Saúde humana e serviços sociais ";"AM";19
"9267";1987;"Saúde humana e serviços sociais ";"AP";3
"9268";1987;"Saúde humana e serviços sociais ";"BA";77
"9269";1987;"Saúde humana e serviços sociais ";"CE";43
"9270";1987;"Saúde humana e serviços sociais ";"DF";41
"9271";1987;"Saúde humana e serviços sociais ";"ES";41
"9272";1987;"Saúde humana e serviços sociais ";"GO";65
"9273";1987;"Saúde humana e serviços sociais ";"MA";35
"9274";1987;"Saúde humana e serviços sociais ";"MG";182
"9275";1987;"Saúde humana e serviços sociais ";"MS";16
"9276";1987;"Saúde humana e serviços sociais ";"MT";25
"9277";1987;"Saúde humana e serviços sociais ";"PA";22
"9278";1987;"Saúde humana e serviços sociais ";"PB";17
"9279";1987;"Saúde humana e serviços sociais ";"PE";32
"9280";1987;"Saúde humana e serviços sociais ";"PI";27
"9281";1987;"Saúde humana e serviços sociais ";"PR";170
"9282";1987;"Saúde humana e serviços sociais ";"RJ";161
"9283";1987;"Saúde humana e serviços sociais ";"RN";20
"9284";1987;"Saúde humana e serviços sociais ";"RO";24
"9285";1987;"Saúde humana e serviços sociais ";"RR";5
"9286";1987;"Saúde humana e serviços sociais ";"RS";176
"9287";1987;"Saúde humana e serviços sociais ";"SC";77
"9288";1987;"Saúde humana e serviços sociais ";"SE";10
"9289";1987;"Saúde humana e serviços sociais ";"SP";586
"9290";1987;"Saúde humana e serviços sociais ";"TO";7
"9291";1987;"Transporte, armazenagem e correio";"AC";1
"9292";1987;"Transporte, armazenagem e correio";"AL";8
"9293";1987;"Transporte, armazenagem e correio";"AM";18
"9294";1987;"Transporte, armazenagem e correio";"AP";1
"9295";1987;"Transporte, armazenagem e correio";"BA";32
"9296";1987;"Transporte, armazenagem e correio";"CE";17
"9297";1987;"Transporte, armazenagem e correio";"DF";10
"9298";1987;"Transporte, armazenagem e correio";"ES";14
"9299";1987;"Transporte, armazenagem e correio";"GO";40
"9300";1987;"Transporte, armazenagem e correio";"MA";18
"9301";1987;"Transporte, armazenagem e correio";"MG";98
"9302";1987;"Transporte, armazenagem e correio";"MS";22
"9303";1987;"Transporte, armazenagem e correio";"MT";38
"9304";1987;"Transporte, armazenagem e correio";"PA";16
"9305";1987;"Transporte, armazenagem e correio";"PB";8
"9306";1987;"Transporte, armazenagem e correio";"PE";19
"9307";1987;"Transporte, armazenagem e correio";"PI";8
"9308";1987;"Transporte, armazenagem e correio";"PR";125
"9309";1987;"Transporte, armazenagem e correio";"RJ";52
"9310";1987;"Transporte, armazenagem e correio";"RN";10
"9311";1987;"Transporte, armazenagem e correio";"RO";5
"9312";1987;"Transporte, armazenagem e correio";"RR";1
"9313";1987;"Transporte, armazenagem e correio";"RS";181
"9314";1987;"Transporte, armazenagem e correio";"SC";110
"9315";1987;"Transporte, armazenagem e correio";"SE";1
"9316";1987;"Transporte, armazenagem e correio";"SP";306
"9317";1987;"Transporte, armazenagem e correio";"TO";5
"9318";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"AM";3
"9319";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"AP";1
"9320";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"BA";3
"9321";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"CE";2
"9322";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"GO";1
"9323";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"MG";8
"9324";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PB";1
"9325";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PE";1
"9326";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PR";11
"9327";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RJ";2
"9328";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RN";2
"9329";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RS";3
"9330";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"SC";5
"9331";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"SE";1
"9332";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"SP";20
"9333";1987;"água, esgoto, atividades de gestão de resíduos e descontaminação";"TO";1
"9334";1988;"Administração pública, defesa e seguridade social";"AC";1
"9335";1988;"Administração pública, defesa e seguridade social";"AL";4
"9336";1988;"Administração pública, defesa e seguridade social";"AM";6
"9337";1988;"Administração pública, defesa e seguridade social";"AP";4
"9338";1988;"Administração pública, defesa e seguridade social";"BA";11
"9339";1988;"Administração pública, defesa e seguridade social";"CE";9
"9340";1988;"Administração pública, defesa e seguridade social";"DF";1
"9341";1988;"Administração pública, defesa e seguridade social";"ES";7
"9342";1988;"Administração pública, defesa e seguridade social";"GO";4
"9343";1988;"Administração pública, defesa e seguridade social";"MA";9
"9344";1988;"Administração pública, defesa e seguridade social";"MG";17
"9345";1988;"Administração pública, defesa e seguridade social";"MS";1
"9346";1988;"Administração pública, defesa e seguridade social";"MT";9
"9347";1988;"Administração pública, defesa e seguridade social";"PA";4
"9348";1988;"Administração pública, defesa e seguridade social";"PB";9
"9349";1988;"Administração pública, defesa e seguridade social";"PE";7
"9350";1988;"Administração pública, defesa e seguridade social";"PI";1
"9351";1988;"Administração pública, defesa e seguridade social";"PR";6
"9352";1988;"Administração pública, defesa e seguridade social";"RJ";8
"9353";1988;"Administração pública, defesa e seguridade social";"RN";8
"9354";1988;"Administração pública, defesa e seguridade social";"RO";7
"9355";1988;"Administração pública, defesa e seguridade social";"RS";55
"9356";1988;"Administração pública, defesa e seguridade social";"SC";24
"9357";1988;"Administração pública, defesa e seguridade social";"SE";4
"9358";1988;"Administração pública, defesa e seguridade social";"SP";28
"9359";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AC";2
"9360";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AM";3
"9361";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"BA";29
"9362";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"CE";9
"9363";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"DF";7
"9364";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"ES";7
"9365";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"GO";30
"9366";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MA";12
"9367";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MG";52
"9368";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MS";17
"9369";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MT";48
"9370";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PA";21
"9371";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PB";7
"9372";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PE";20
"9373";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PI";6
"9374";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PR";57
"9375";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RJ";26
"9376";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RN";4
"9377";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RO";1
"9378";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RR";3
"9379";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RS";54
"9380";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SC";17
"9381";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SE";2
"9382";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SP";105
"9383";1988;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"TO";8
"9384";1988;"Alojamento e alimentação";"AC";9
"9385";1988;"Alojamento e alimentação";"AL";18
"9386";1988;"Alojamento e alimentação";"AM";30
"9387";1988;"Alojamento e alimentação";"AP";4
"9388";1988;"Alojamento e alimentação";"BA";68
"9389";1988;"Alojamento e alimentação";"CE";23
"9390";1988;"Alojamento e alimentação";"DF";24
"9391";1988;"Alojamento e alimentação";"ES";42
"9392";1988;"Alojamento e alimentação";"GO";63
"9393";1988;"Alojamento e alimentação";"MA";15
"9394";1988;"Alojamento e alimentação";"MG";293
"9395";1988;"Alojamento e alimentação";"MS";29
"9396";1988;"Alojamento e alimentação";"MT";32
"9397";1988;"Alojamento e alimentação";"PA";14
"9398";1988;"Alojamento e alimentação";"PB";13
"9399";1988;"Alojamento e alimentação";"PE";39
"9400";1988;"Alojamento e alimentação";"PI";8
"9401";1988;"Alojamento e alimentação";"PR";244
"9402";1988;"Alojamento e alimentação";"RJ";172
"9403";1988;"Alojamento e alimentação";"RN";14
"9404";1988;"Alojamento e alimentação";"RO";19
"9405";1988;"Alojamento e alimentação";"RR";5
"9406";1988;"Alojamento e alimentação";"RS";225
"9407";1988;"Alojamento e alimentação";"SC";149
"9408";1988;"Alojamento e alimentação";"SE";2
"9409";1988;"Alojamento e alimentação";"SP";721
"9410";1988;"Alojamento e alimentação";"TO";5
"9411";1988;"Artes, cultura, esporte e recreação";"AC";3
"9412";1988;"Artes, cultura, esporte e recreação";"AL";6
"9413";1988;"Artes, cultura, esporte e recreação";"AM";6
"9414";1988;"Artes, cultura, esporte e recreação";"AP";5
"9415";1988;"Artes, cultura, esporte e recreação";"BA";36
"9416";1988;"Artes, cultura, esporte e recreação";"CE";17
"9417";1988;"Artes, cultura, esporte e recreação";"DF";9
"9418";1988;"Artes, cultura, esporte e recreação";"ES";11
"9419";1988;"Artes, cultura, esporte e recreação";"GO";23
"9420";1988;"Artes, cultura, esporte e recreação";"MA";19
"9421";1988;"Artes, cultura, esporte e recreação";"MG";154
"9422";1988;"Artes, cultura, esporte e recreação";"MS";14
"9423";1988;"Artes, cultura, esporte e recreação";"MT";18
"9424";1988;"Artes, cultura, esporte e recreação";"PA";18
"9425";1988;"Artes, cultura, esporte e recreação";"PB";10
"9426";1988;"Artes, cultura, esporte e recreação";"PE";19
"9427";1988;"Artes, cultura, esporte e recreação";"PI";9
"9428";1988;"Artes, cultura, esporte e recreação";"PR";135
"9429";1988;"Artes, cultura, esporte e recreação";"RJ";77
"9430";1988;"Artes, cultura, esporte e recreação";"RN";10
"9431";1988;"Artes, cultura, esporte e recreação";"RO";7
"9432";1988;"Artes, cultura, esporte e recreação";"RS";208
"9433";1988;"Artes, cultura, esporte e recreação";"SC";139
"9434";1988;"Artes, cultura, esporte e recreação";"SE";6
"9435";1988;"Artes, cultura, esporte e recreação";"SP";243
"9436";1988;"Artes, cultura, esporte e recreação";"TO";3
"9437";1988;"Atividades administrativas e serviços complementares";"AC";7
"9438";1988;"Atividades administrativas e serviços complementares";"AL";40
"9439";1988;"Atividades administrativas e serviços complementares";"AM";33
"9440";1988;"Atividades administrativas e serviços complementares";"AP";1
"9441";1988;"Atividades administrativas e serviços complementares";"BA";237
"9442";1988;"Atividades administrativas e serviços complementares";"CE";163
"9443";1988;"Atividades administrativas e serviços complementares";"DF";117
"9444";1988;"Atividades administrativas e serviços complementares";"ES";65
"9445";1988;"Atividades administrativas e serviços complementares";"GO";213
"9446";1988;"Atividades administrativas e serviços complementares";"MA";45
"9447";1988;"Atividades administrativas e serviços complementares";"MG";772
"9448";1988;"Atividades administrativas e serviços complementares";"MS";47
"9449";1988;"Atividades administrativas e serviços complementares";"MT";57
"9450";1988;"Atividades administrativas e serviços complementares";"PA";69
"9451";1988;"Atividades administrativas e serviços complementares";"PB";32
"9452";1988;"Atividades administrativas e serviços complementares";"PE";172
"9453";1988;"Atividades administrativas e serviços complementares";"PI";11
"9454";1988;"Atividades administrativas e serviços complementares";"PR";425
"9455";1988;"Atividades administrativas e serviços complementares";"RJ";481
"9456";1988;"Atividades administrativas e serviços complementares";"RN";25
"9457";1988;"Atividades administrativas e serviços complementares";"RO";11
"9458";1988;"Atividades administrativas e serviços complementares";"RR";3
"9459";1988;"Atividades administrativas e serviços complementares";"RS";605
"9460";1988;"Atividades administrativas e serviços complementares";"SC";325
"9461";1988;"Atividades administrativas e serviços complementares";"SE";16
"9462";1988;"Atividades administrativas e serviços complementares";"SP";2461
"9463";1988;"Atividades administrativas e serviços complementares";"TO";1
"9464";1988;"Atividades financeiras, de seguros e serviços relacionados ";"AC";1
"9465";1988;"Atividades financeiras, de seguros e serviços relacionados ";"AL";1
"9466";1988;"Atividades financeiras, de seguros e serviços relacionados ";"AM";9
"9467";1988;"Atividades financeiras, de seguros e serviços relacionados ";"BA";19
"9468";1988;"Atividades financeiras, de seguros e serviços relacionados ";"CE";15
"9469";1988;"Atividades financeiras, de seguros e serviços relacionados ";"DF";6
"9470";1988;"Atividades financeiras, de seguros e serviços relacionados ";"ES";15
"9471";1988;"Atividades financeiras, de seguros e serviços relacionados ";"GO";18
"9472";1988;"Atividades financeiras, de seguros e serviços relacionados ";"MA";1
"9473";1988;"Atividades financeiras, de seguros e serviços relacionados ";"MG";89
"9474";1988;"Atividades financeiras, de seguros e serviços relacionados ";"MS";4
"9475";1988;"Atividades financeiras, de seguros e serviços relacionados ";"MT";6
"9476";1988;"Atividades financeiras, de seguros e serviços relacionados ";"PA";4
"9477";1988;"Atividades financeiras, de seguros e serviços relacionados ";"PB";2
"9478";1988;"Atividades financeiras, de seguros e serviços relacionados ";"PE";18
"9479";1988;"Atividades financeiras, de seguros e serviços relacionados ";"PI";1
"9480";1988;"Atividades financeiras, de seguros e serviços relacionados ";"PR";80
"9481";1988;"Atividades financeiras, de seguros e serviços relacionados ";"RJ";126
"9482";1988;"Atividades financeiras, de seguros e serviços relacionados ";"RN";6
"9483";1988;"Atividades financeiras, de seguros e serviços relacionados ";"RO";3
"9484";1988;"Atividades financeiras, de seguros e serviços relacionados ";"RS";90
"9485";1988;"Atividades financeiras, de seguros e serviços relacionados ";"SC";36
"9486";1988;"Atividades financeiras, de seguros e serviços relacionados ";"SP";375
"9487";1988;"Atividades imobili?rias";"AC";1
"9488";1988;"Atividades imobili?rias";"AL";6
"9489";1988;"Atividades imobili?rias";"AM";7
"9490";1988;"Atividades imobili?rias";"BA";25
"9491";1988;"Atividades imobili?rias";"CE";18
"9492";1988;"Atividades imobili?rias";"DF";26
"9493";1988;"Atividades imobili?rias";"ES";13
"9494";1988;"Atividades imobili?rias";"EX";1
"9495";1988;"Atividades imobili?rias";"GO";24
"9496";1988;"Atividades imobili?rias";"MA";8
"9497";1988;"Atividades imobili?rias";"MG";105
"9498";1988;"Atividades imobili?rias";"MS";15
"9499";1988;"Atividades imobili?rias";"MT";11
"9500";1988;"Atividades imobili?rias";"PA";3
"9501";1988;"Atividades imobili?rias";"PB";8
"9502";1988;"Atividades imobili?rias";"PE";19
"9503";1988;"Atividades imobili?rias";"PI";2
"9504";1988;"Atividades imobili?rias";"PR";113
"9505";1988;"Atividades imobili?rias";"RJ";78
"9506";1988;"Atividades imobili?rias";"RN";9
"9507";1988;"Atividades imobili?rias";"RR";2
"9508";1988;"Atividades imobili?rias";"RS";111
"9509";1988;"Atividades imobili?rias";"SC";103
"9510";1988;"Atividades imobili?rias";"SE";2
"9511";1988;"Atividades imobili?rias";"SP";417
"9512";1988;"Atividades imobili?rias";"TO";4
"9513";1988;"Atividades profissionais, científicas e técnicas";"AC";4
"9514";1988;"Atividades profissionais, científicas e técnicas";"AL";20
"9515";1988;"Atividades profissionais, científicas e técnicas";"AM";21
"9516";1988;"Atividades profissionais, científicas e técnicas";"BA";54
"9517";1988;"Atividades profissionais, científicas e técnicas";"CE";42
"9518";1988;"Atividades profissionais, científicas e técnicas";"DF";34
"9519";1988;"Atividades profissionais, científicas e técnicas";"ES";25
"9520";1988;"Atividades profissionais, científicas e técnicas";"GO";50
"9521";1988;"Atividades profissionais, científicas e técnicas";"MA";13
"9522";1988;"Atividades profissionais, científicas e técnicas";"MG";216
"9523";1988;"Atividades profissionais, científicas e técnicas";"MS";20
"9524";1988;"Atividades profissionais, científicas e técnicas";"MT";38
"9525";1988;"Atividades profissionais, científicas e técnicas";"PA";28
"9526";1988;"Atividades profissionais, científicas e técnicas";"PB";23
"9527";1988;"Atividades profissionais, científicas e técnicas";"PE";38
"9528";1988;"Atividades profissionais, científicas e técnicas";"PI";8
"9529";1988;"Atividades profissionais, científicas e técnicas";"PR";162
"9530";1988;"Atividades profissionais, científicas e técnicas";"RJ";191
"9531";1988;"Atividades profissionais, científicas e técnicas";"RN";8
"9532";1988;"Atividades profissionais, científicas e técnicas";"RO";8
"9533";1988;"Atividades profissionais, científicas e técnicas";"RR";4
"9534";1988;"Atividades profissionais, científicas e técnicas";"RS";195
"9535";1988;"Atividades profissionais, científicas e técnicas";"SC";84
"9536";1988;"Atividades profissionais, científicas e técnicas";"SE";6
"9537";1988;"Atividades profissionais, científicas e técnicas";"SP";779
"9538";1988;"Atividades profissionais, científicas e técnicas";"TO";5
"9539";1988;"Comércio; reparação de veículos automotores e motocicletas";"AC";47
"9540";1988;"Comércio; reparação de veículos automotores e motocicletas";"AL";114
"9541";1988;"Comércio; reparação de veículos automotores e motocicletas";"AM";209
"9542";1988;"Comércio; reparação de veículos automotores e motocicletas";"AP";45
"9543";1988;"Comércio; reparação de veículos automotores e motocicletas";"BA";593
"9544";1988;"Comércio; reparação de veículos automotores e motocicletas";"CE";428
"9545";1988;"Comércio; reparação de veículos automotores e motocicletas";"DF";194
"9546";1988;"Comércio; reparação de veículos automotores e motocicletas";"ES";348
"9547";1988;"Comércio; reparação de veículos automotores e motocicletas";"GO";612
"9548";1988;"Comércio; reparação de veículos automotores e motocicletas";"MA";232
"9549";1988;"Comércio; reparação de veículos automotores e motocicletas";"MG";2017
"9550";1988;"Comércio; reparação de veículos automotores e motocicletas";"MS";261
"9551";1988;"Comércio; reparação de veículos automotores e motocicletas";"MT";292
"9552";1988;"Comércio; reparação de veículos automotores e motocicletas";"PA";237
"9553";1988;"Comércio; reparação de veículos automotores e motocicletas";"PB";150
"9554";1988;"Comércio; reparação de veículos automotores e motocicletas";"PE";339
"9555";1988;"Comércio; reparação de veículos automotores e motocicletas";"PI";217
"9556";1988;"Comércio; reparação de veículos automotores e motocicletas";"PR";1557
"9557";1988;"Comércio; reparação de veículos automotores e motocicletas";"RJ";915
"9558";1988;"Comércio; reparação de veículos automotores e motocicletas";"RN";207
"9559";1988;"Comércio; reparação de veículos automotores e motocicletas";"RO";143
"9560";1988;"Comércio; reparação de veículos automotores e motocicletas";"RR";26
"9561";1988;"Comércio; reparação de veículos automotores e motocicletas";"RS";1931
"9562";1988;"Comércio; reparação de veículos automotores e motocicletas";"SC";890
"9563";1988;"Comércio; reparação de veículos automotores e motocicletas";"SE";83
"9564";1988;"Comércio; reparação de veículos automotores e motocicletas";"SP";5025
"9565";1988;"Comércio; reparação de veículos automotores e motocicletas";"TO";66
"9566";1988;"Construção";"AC";4
"9567";1988;"Construção";"AL";14
"9568";1988;"Construção";"AM";13
"9569";1988;"Construção";"AP";5
"9570";1988;"Construção";"BA";64
"9571";1988;"Construção";"CE";58
"9572";1988;"Construção";"DF";49
"9573";1988;"Construção";"ES";26
"9574";1988;"Construção";"GO";46
"9575";1988;"Construção";"MA";38
"9576";1988;"Construção";"MG";143
"9577";1988;"Construção";"MS";16
"9578";1988;"Construção";"MT";38
"9579";1988;"Construção";"PA";38
"9580";1988;"Construção";"PB";25
"9581";1988;"Construção";"PE";47
"9582";1988;"Construção";"PI";18
"9583";1988;"Construção";"PR";189
"9584";1988;"Construção";"RJ";126
"9585";1988;"Construção";"RN";22
"9586";1988;"Construção";"RO";10
"9587";1988;"Construção";"RR";13
"9588";1988;"Construção";"RS";200
"9589";1988;"Construção";"SC";96
"9590";1988;"Construção";"SE";11
"9591";1988;"Construção";"SP";523
"9592";1988;"Construção";"TO";9
"9593";1988;"Educação";"AC";1
"9594";1988;"Educação";"AL";7
"9595";1988;"Educação";"AM";7
"9596";1988;"Educação";"BA";58
"9597";1988;"Educação";"CE";23
"9598";1988;"Educação";"DF";14
"9599";1988;"Educação";"ES";8
"9600";1988;"Educação";"GO";36
"9601";1988;"Educação";"MA";18
"9602";1988;"Educação";"MG";140
"9603";1988;"Educação";"MS";9
"9604";1988;"Educação";"MT";12
"9605";1988;"Educação";"PA";10
"9606";1988;"Educação";"PB";5
"9607";1988;"Educação";"PE";26
"9608";1988;"Educação";"PI";8
"9609";1988;"Educação";"PR";66
"9610";1988;"Educação";"RJ";88
"9611";1988;"Educação";"RN";7
"9612";1988;"Educação";"RO";5
"9613";1988;"Educação";"RR";1
"9614";1988;"Educação";"RS";82
"9615";1988;"Educação";"SC";29
"9616";1988;"Educação";"SE";9
"9617";1988;"Educação";"SP";254
"9618";1988;"Educação";"TO";3
"9619";1988;"Eletricidade e gás";"MG";1
"9620";1988;"Eletricidade e gás";"RJ";1
"9621";1988;"Eletricidade e gás";"RO";1
"9622";1988;"Eletricidade e gás";"SP";1
"9623";1988;"Indústrias de transformação ";"AC";5
"9624";1988;"Indústrias de transformação ";"AL";16
"9625";1988;"Indústrias de transformação ";"AM";35
"9626";1988;"Indústrias de transformação ";"AP";5
"9627";1988;"Indústrias de transformação ";"BA";70
"9628";1988;"Indústrias de transformação ";"CE";105
"9629";1988;"Indústrias de transformação ";"DF";24
"9630";1988;"Indústrias de transformação ";"ES";70
"9631";1988;"Indústrias de transformação ";"GO";115
"9632";1988;"Indústrias de transformação ";"MA";23
"9633";1988;"Indústrias de transformação ";"MG";444
"9634";1988;"Indústrias de transformação ";"MS";28
"9635";1988;"Indústrias de transformação ";"MT";64
"9636";1988;"Indústrias de transformação ";"PA";42
"9637";1988;"Indústrias de transformação ";"PB";30
"9638";1988;"Indústrias de transformação ";"PE";73
"9639";1988;"Indústrias de transformação ";"PI";25
"9640";1988;"Indústrias de transformação ";"PR";384
"9641";1988;"Indústrias de transformação ";"RJ";225
