"";"ano";"CNAE1";"X20";"n"
"11432";1992;"Atividades profissionais, científicas e técnicas";"AC";3
"11433";1992;"Atividades profissionais, científicas e técnicas";"AL";19
"11434";1992;"Atividades profissionais, científicas e técnicas";"AM";30
"11435";1992;"Atividades profissionais, científicas e técnicas";"AP";7
"11436";1992;"Atividades profissionais, científicas e técnicas";"BA";114
"11437";1992;"Atividades profissionais, científicas e técnicas";"CE";79
"11438";1992;"Atividades profissionais, científicas e técnicas";"DF";78
"11439";1992;"Atividades profissionais, científicas e técnicas";"ES";54
"11440";1992;"Atividades profissionais, científicas e técnicas";"GO";79
"11441";1992;"Atividades profissionais, científicas e técnicas";"MA";31
"11442";1992;"Atividades profissionais, científicas e técnicas";"MG";308
"11443";1992;"Atividades profissionais, científicas e técnicas";"MS";40
"11444";1992;"Atividades profissionais, científicas e técnicas";"MT";59
"11445";1992;"Atividades profissionais, científicas e técnicas";"PA";35
"11446";1992;"Atividades profissionais, científicas e técnicas";"PB";16
"11447";1992;"Atividades profissionais, científicas e técnicas";"PE";72
"11448";1992;"Atividades profissionais, científicas e técnicas";"PI";15
"11449";1992;"Atividades profissionais, científicas e técnicas";"PR";246
"11450";1992;"Atividades profissionais, científicas e técnicas";"RJ";262
"11451";1992;"Atividades profissionais, científicas e técnicas";"RN";14
"11452";1992;"Atividades profissionais, científicas e técnicas";"RO";34
"11453";1992;"Atividades profissionais, científicas e técnicas";"RR";2
"11454";1992;"Atividades profissionais, científicas e técnicas";"RS";290
"11455";1992;"Atividades profissionais, científicas e técnicas";"SC";151
"11456";1992;"Atividades profissionais, científicas e técnicas";"SE";9
"11457";1992;"Atividades profissionais, científicas e técnicas";"SP";1107
"11458";1992;"Atividades profissionais, científicas e técnicas";"TO";22
"11459";1992;"Comércio; reparação de veículos automotores e motocicletas";"AC";78
"11460";1992;"Comércio; reparação de veículos automotores e motocicletas";"AL";159
"11461";1992;"Comércio; reparação de veículos automotores e motocicletas";"AM";282
"11462";1992;"Comércio; reparação de veículos automotores e motocicletas";"AP";66
"11463";1992;"Comércio; reparação de veículos automotores e motocicletas";"BA";1236
"11464";1992;"Comércio; reparação de veículos automotores e motocicletas";"CE";1082
"11465";1992;"Comércio; reparação de veículos automotores e motocicletas";"DF";334
"11466";1992;"Comércio; reparação de veículos automotores e motocicletas";"ES";468
"11467";1992;"Comércio; reparação de veículos automotores e motocicletas";"GO";870
"11468";1992;"Comércio; reparação de veículos automotores e motocicletas";"MA";401
"11469";1992;"Comércio; reparação de veículos automotores e motocicletas";"MG";2923
"11470";1992;"Comércio; reparação de veículos automotores e motocicletas";"MS";337
"11471";1992;"Comércio; reparação de veículos automotores e motocicletas";"MT";407
"11472";1992;"Comércio; reparação de veículos automotores e motocicletas";"PA";344
"11473";1992;"Comércio; reparação de veículos automotores e motocicletas";"PB";270
"11474";1992;"Comércio; reparação de veículos automotores e motocicletas";"PE";547
"11475";1992;"Comércio; reparação de veículos automotores e motocicletas";"PI";444
"11476";1992;"Comércio; reparação de veículos automotores e motocicletas";"PR";2159
"11477";1992;"Comércio; reparação de veículos automotores e motocicletas";"RJ";1453
"11478";1992;"Comércio; reparação de veículos automotores e motocicletas";"RN";266
"11479";1992;"Comércio; reparação de veículos automotores e motocicletas";"RO";175
"11480";1992;"Comércio; reparação de veículos automotores e motocicletas";"RR";53
"11481";1992;"Comércio; reparação de veículos automotores e motocicletas";"RS";2888
"11482";1992;"Comércio; reparação de veículos automotores e motocicletas";"SC";1364
"11483";1992;"Comércio; reparação de veículos automotores e motocicletas";"SE";160
"11484";1992;"Comércio; reparação de veículos automotores e motocicletas";"SP";7501
"11485";1992;"Comércio; reparação de veículos automotores e motocicletas";"TO";180
"11486";1992;"Construção";"AC";6
"11487";1992;"Construção";"AL";13
"11488";1992;"Construção";"AM";25
"11489";1992;"Construção";"AP";6
"11490";1992;"Construção";"BA";82
"11491";1992;"Construção";"CE";85
"11492";1992;"Construção";"DF";55
"11493";1992;"Construção";"ES";52
"11494";1992;"Construção";"GO";63
"11495";1992;"Construção";"MA";52
"11496";1992;"Construção";"MG";190
"11497";1992;"Construção";"MS";20
"11498";1992;"Construção";"MT";41
"11499";1992;"Construção";"PA";40
"11500";1992;"Construção";"PB";14
"11501";1992;"Construção";"PE";33
"11502";1992;"Construção";"PI";14
"11503";1992;"Construção";"PR";197
"11504";1992;"Construção";"RJ";171
"11505";1992;"Construção";"RN";25
"11506";1992;"Construção";"RO";11
"11507";1992;"Construção";"RR";10
"11508";1992;"Construção";"RS";212
"11509";1992;"Construção";"SC";144
"11510";1992;"Construção";"SE";12
"11511";1992;"Construção";"SP";563
"11512";1992;"Construção";"TO";20
"11513";1992;"Educação";"AL";13
"11514";1992;"Educação";"AM";13
"11515";1992;"Educação";"AP";4
"11516";1992;"Educação";"BA";127
"11517";1992;"Educação";"CE";54
"11518";1992;"Educação";"DF";27
"11519";1992;"Educação";"ES";14
"11520";1992;"Educação";"GO";31
"11521";1992;"Educação";"MA";19
"11522";1992;"Educação";"MG";331
"11523";1992;"Educação";"MS";11
"11524";1992;"Educação";"MT";21
"11525";1992;"Educação";"PA";19
"11526";1992;"Educação";"PB";22
"11527";1992;"Educação";"PE";47
"11528";1992;"Educação";"PI";20
"11529";1992;"Educação";"PR";87
"11530";1992;"Educação";"RJ";141
"11531";1992;"Educação";"RN";22
"11532";1992;"Educação";"RO";6
"11533";1992;"Educação";"RR";1
"11534";1992;"Educação";"RS";70
"11535";1992;"Educação";"SC";52
"11536";1992;"Educação";"SE";21
"11537";1992;"Educação";"SP";366
"11538";1992;"Educação";"TO";6
"11539";1992;"Eletricidade e gás";"BA";1
"11540";1992;"Eletricidade e gás";"DF";1
"11541";1992;"Eletricidade e gás";"GO";1
"11542";1992;"Eletricidade e gás";"MG";1
"11543";1992;"Eletricidade e gás";"PE";1
"11544";1992;"Eletricidade e gás";"RO";1
"11545";1992;"Eletricidade e gás";"SP";2
"11546";1992;"Indústrias de transformação ";"AC";15
"11547";1992;"Indústrias de transformação ";"AL";19
"11548";1992;"Indústrias de transformação ";"AM";36
"11549";1992;"Indústrias de transformação ";"AP";12
"11550";1992;"Indústrias de transformação ";"BA";160
"11551";1992;"Indústrias de transformação ";"CE";184
"11552";1992;"Indústrias de transformação ";"DF";46
"11553";1992;"Indústrias de transformação ";"ES";101
"11554";1992;"Indústrias de transformação ";"GO";152
"11555";1992;"Indústrias de transformação ";"MA";54
"11556";1992;"Indústrias de transformação ";"MG";609
"11557";1992;"Indústrias de transformação ";"MS";49
"11558";1992;"Indústrias de transformação ";"MT";75
"11559";1992;"Indústrias de transformação ";"PA";40
"11560";1992;"Indústrias de transformação ";"PB";41
"11561";1992;"Indústrias de transformação ";"PE";97
"11562";1992;"Indústrias de transformação ";"PI";36
"11563";1992;"Indústrias de transformação ";"PR";500
"11564";1992;"Indústrias de transformação ";"RJ";280
"11565";1992;"Indústrias de transformação ";"RN";35
"11566";1992;"Indústrias de transformação ";"RO";30
"11567";1992;"Indústrias de transformação ";"RR";4
"11568";1992;"Indústrias de transformação ";"RS";742
"11569";1992;"Indústrias de transformação ";"SC";498
"11570";1992;"Indústrias de transformação ";"SE";25
"11571";1992;"Indústrias de transformação ";"SP";1723
"11572";1992;"Indústrias de transformação ";"TO";24
"11573";1992;"Indústrias extrativas";"AC";1
"11574";1992;"Indústrias extrativas";"AM";1
"11575";1992;"Indústrias extrativas";"BA";16
"11576";1992;"Indústrias extrativas";"CE";2
"11577";1992;"Indústrias extrativas";"ES";12
"11578";1992;"Indústrias extrativas";"GO";3
"11579";1992;"Indústrias extrativas";"MA";3
"11580";1992;"Indústrias extrativas";"MG";38
"11581";1992;"Indústrias extrativas";"MS";2
"11582";1992;"Indústrias extrativas";"MT";7
"11583";1992;"Indústrias extrativas";"PA";1
"11584";1992;"Indústrias extrativas";"PB";2
"11585";1992;"Indústrias extrativas";"PE";4
"11586";1992;"Indústrias extrativas";"PI";2
"11587";1992;"Indústrias extrativas";"PR";6
"11588";1992;"Indústrias extrativas";"RJ";17
"11589";1992;"Indústrias extrativas";"RN";7
"11590";1992;"Indústrias extrativas";"RO";3
"11591";1992;"Indústrias extrativas";"RR";1
"11592";1992;"Indústrias extrativas";"RS";16
"11593";1992;"Indústrias extrativas";"SC";9
"11594";1992;"Indústrias extrativas";"SE";2
"11595";1992;"Indústrias extrativas";"SP";35
"11596";1992;"Indústrias extrativas";"TO";3
"11597";1992;"Informação e comunicação";"AC";3
"11598";1992;"Informação e comunicação";"AL";2
"11599";1992;"Informação e comunicação";"AM";7
"11600";1992;"Informação e comunicação";"AP";1
"11601";1992;"Informação e comunicação";"BA";33
"11602";1992;"Informação e comunicação";"CE";18
"11603";1992;"Informação e comunicação";"DF";33
"11604";1992;"Informação e comunicação";"ES";10
"11605";1992;"Informação e comunicação";"GO";18
"11606";1992;"Informação e comunicação";"MA";16
"11607";1992;"Informação e comunicação";"MG";77
"11608";1992;"Informação e comunicação";"MS";11
"11609";1992;"Informação e comunicação";"MT";22
"11610";1992;"Informação e comunicação";"PA";13
"11611";1992;"Informação e comunicação";"PB";4
"11612";1992;"Informação e comunicação";"PE";16
"11613";1992;"Informação e comunicação";"PI";7
"11614";1992;"Informação e comunicação";"PR";65
"11615";1992;"Informação e comunicação";"RJ";114
"11616";1992;"Informação e comunicação";"RN";5
"11617";1992;"Informação e comunicação";"RO";2
"11618";1992;"Informação e comunicação";"RS";100
"11619";1992;"Informação e comunicação";"SC";53
"11620";1992;"Informação e comunicação";"SE";4
"11621";1992;"Informação e comunicação";"SP";491
"11622";1992;"Informação e comunicação";"TO";6
"11623";1992;"Organismos internacionais e outras instituições extraterritoriais";"RJ";2
"11624";1992;"Organismos internacionais e outras instituições extraterritoriais";"SP";1
"11625";1992;"Outras atividades de serviços";"AC";25
"11626";1992;"Outras atividades de serviços";"AL";39
"11627";1992;"Outras atividades de serviços";"AM";66
"11628";1992;"Outras atividades de serviços";"AP";12
"11629";1992;"Outras atividades de serviços";"BA";251
"11630";1992;"Outras atividades de serviços";"CE";200
"11631";1992;"Outras atividades de serviços";"DF";137
"11632";1992;"Outras atividades de serviços";"ES";177
"11633";1992;"Outras atividades de serviços";"GO";155
"11634";1992;"Outras atividades de serviços";"MA";115
"11635";1992;"Outras atividades de serviços";"MG";833
"11636";1992;"Outras atividades de serviços";"MS";126
"11637";1992;"Outras atividades de serviços";"MT";97
"11638";1992;"Outras atividades de serviços";"PA";132
"11639";1992;"Outras atividades de serviços";"PB";106
"11640";1992;"Outras atividades de serviços";"PE";150
"11641";1992;"Outras atividades de serviços";"PI";79
"11642";1992;"Outras atividades de serviços";"PR";678
"11643";1992;"Outras atividades de serviços";"RJ";518
"11644";1992;"Outras atividades de serviços";"RN";54
"11645";1992;"Outras atividades de serviços";"RO";116
"11646";1992;"Outras atividades de serviços";"RR";26
"11647";1992;"Outras atividades de serviços";"RS";730
"11648";1992;"Outras atividades de serviços";"SC";517
"11649";1992;"Outras atividades de serviços";"SE";32
"11650";1992;"Outras atividades de serviços";"SP";1386
"11651";1992;"Outras atividades de serviços";"TO";65
"11652";1992;"Saúde humana e serviços sociais ";"AC";2
"11653";1992;"Saúde humana e serviços sociais ";"AL";17
"11654";1992;"Saúde humana e serviços sociais ";"AM";27
"11655";1992;"Saúde humana e serviços sociais ";"BA";181
"11656";1992;"Saúde humana e serviços sociais ";"CE";70
"11657";1992;"Saúde humana e serviços sociais ";"DF";81
"11658";1992;"Saúde humana e serviços sociais ";"ES";58
"11659";1992;"Saúde humana e serviços sociais ";"GO";80
"11660";1992;"Saúde humana e serviços sociais ";"MA";51
"11661";1992;"Saúde humana e serviços sociais ";"MG";274
"11662";1992;"Saúde humana e serviços sociais ";"MS";18
"11663";1992;"Saúde humana e serviços sociais ";"MT";41
"11664";1992;"Saúde humana e serviços sociais ";"PA";33
"11665";1992;"Saúde humana e serviços sociais ";"PB";29
"11666";1992;"Saúde humana e serviços sociais ";"PE";70
"11667";1992;"Saúde humana e serviços sociais ";"PI";20
"11668";1992;"Saúde humana e serviços sociais ";"PR";190
"11669";1992;"Saúde humana e serviços sociais ";"RJ";231
"11670";1992;"Saúde humana e serviços sociais ";"RN";30
"11671";1992;"Saúde humana e serviços sociais ";"RO";14
"11672";1992;"Saúde humana e serviços sociais ";"RR";1
"11673";1992;"Saúde humana e serviços sociais ";"RS";150
"11674";1992;"Saúde humana e serviços sociais ";"SC";101
"11675";1992;"Saúde humana e serviços sociais ";"SE";18
"11676";1992;"Saúde humana e serviços sociais ";"SP";656
"11677";1992;"Saúde humana e serviços sociais ";"TO";11
"11678";1992;"Serviços domésticos";"CE";1
"11679";1992;"Serviços domésticos";"GO";2
"11680";1992;"Serviços domésticos";"MG";1
"11681";1992;"Serviços domésticos";"PR";1
"11682";1992;"Serviços domésticos";"RJ";1
"11683";1992;"Serviços domésticos";"RS";1
"11684";1992;"Serviços domésticos";"SP";1
"11685";1992;"Transporte, armazenagem e correio";"AC";4
"11686";1992;"Transporte, armazenagem e correio";"AL";8
"11687";1992;"Transporte, armazenagem e correio";"AM";32
"11688";1992;"Transporte, armazenagem e correio";"AP";3
"11689";1992;"Transporte, armazenagem e correio";"BA";59
"11690";1992;"Transporte, armazenagem e correio";"CE";36
"11691";1992;"Transporte, armazenagem e correio";"DF";24
"11692";1992;"Transporte, armazenagem e correio";"ES";41
"11693";1992;"Transporte, armazenagem e correio";"GO";50
"11694";1992;"Transporte, armazenagem e correio";"MA";15
"11695";1992;"Transporte, armazenagem e correio";"MG";217
"11696";1992;"Transporte, armazenagem e correio";"MS";26
"11697";1992;"Transporte, armazenagem e correio";"MT";53
"11698";1992;"Transporte, armazenagem e correio";"PA";23
"11699";1992;"Transporte, armazenagem e correio";"PB";8
"11700";1992;"Transporte, armazenagem e correio";"PE";29
"11701";1992;"Transporte, armazenagem e correio";"PI";12
"11702";1992;"Transporte, armazenagem e correio";"PR";217
"11703";1992;"Transporte, armazenagem e correio";"RJ";124
"11704";1992;"Transporte, armazenagem e correio";"RN";12
"11705";1992;"Transporte, armazenagem e correio";"RO";18
"11706";1992;"Transporte, armazenagem e correio";"RR";4
"11707";1992;"Transporte, armazenagem e correio";"RS";310
"11708";1992;"Transporte, armazenagem e correio";"SC";158
"11709";1992;"Transporte, armazenagem e correio";"SE";4
"11710";1992;"Transporte, armazenagem e correio";"SP";542
"11711";1992;"Transporte, armazenagem e correio";"TO";8
"11712";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"BA";3
"11713";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"CE";6
"11714";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"DF";5
"11715";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"GO";2
"11716";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"MA";1
"11717";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"MG";8
"11718";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"MS";4
"11719";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"MT";1
"11720";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PA";1
"11721";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PE";2
"11722";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PI";2
"11723";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PR";12
"11724";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RJ";10
"11725";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RN";1
"11726";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RO";3
"11727";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RS";16
"11728";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"SC";2
"11729";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"SP";29
"11730";1992;"água, esgoto, atividades de gestão de resíduos e descontaminação";"TO";1
"11731";1993;"Administração pública, defesa e seguridade social";"AC";4
"11732";1993;"Administração pública, defesa e seguridade social";"AL";53
"11733";1993;"Administração pública, defesa e seguridade social";"AM";18
"11734";1993;"Administração pública, defesa e seguridade social";"AP";6
"11735";1993;"Administração pública, defesa e seguridade social";"BA";83
"11736";1993;"Administração pública, defesa e seguridade social";"CE";66
"11737";1993;"Administração pública, defesa e seguridade social";"DF";5
"11738";1993;"Administração pública, defesa e seguridade social";"ES";16
"11739";1993;"Administração pública, defesa e seguridade social";"GO";74
"11740";1993;"Administração pública, defesa e seguridade social";"MA";27
"11741";1993;"Administração pública, defesa e seguridade social";"MG";237
"11742";1993;"Administração pública, defesa e seguridade social";"MS";41
"11743";1993;"Administração pública, defesa e seguridade social";"MT";49
"11744";1993;"Administração pública, defesa e seguridade social";"PA";73
"11745";1993;"Administração pública, defesa e seguridade social";"PB";36
"11746";1993;"Administração pública, defesa e seguridade social";"PE";59
"11747";1993;"Administração pública, defesa e seguridade social";"PI";40
"11748";1993;"Administração pública, defesa e seguridade social";"PR";124
"11749";1993;"Administração pública, defesa e seguridade social";"RJ";38
"11750";1993;"Administração pública, defesa e seguridade social";"RN";20
"11751";1993;"Administração pública, defesa e seguridade social";"RO";19
"11752";1993;"Administração pública, defesa e seguridade social";"RR";2
"11753";1993;"Administração pública, defesa e seguridade social";"RS";116
"11754";1993;"Administração pública, defesa e seguridade social";"SC";132
"11755";1993;"Administração pública, defesa e seguridade social";"SE";15
"11756";1993;"Administração pública, defesa e seguridade social";"SP";160
"11757";1993;"Administração pública, defesa e seguridade social";"TO";61
"11758";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AC";2
"11759";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AL";1
"11760";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AM";4
"11761";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AP";2
"11762";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"BA";36
"11763";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"CE";21
"11764";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"DF";4
"11765";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"ES";10
"11766";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"GO";36
"11767";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MA";18
"11768";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MG";57
"11769";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MS";13
"11770";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MT";27
"11771";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PA";21
"11772";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PB";4
"11773";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PE";13
"11774";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PI";11
"11775";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PR";53
"11776";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RJ";17
"11777";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RN";7
"11778";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RO";9
"11779";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RR";2
"11780";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RS";41
"11781";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SC";22
"11782";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SE";4
"11783";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SP";104
"11784";1993;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"TO";12
"11785";1993;"Alojamento e alimentação";"AC";10
"11786";1993;"Alojamento e alimentação";"AL";17
"11787";1993;"Alojamento e alimentação";"AM";36
"11788";1993;"Alojamento e alimentação";"AP";4
"11789";1993;"Alojamento e alimentação";"BA";159
"11790";1993;"Alojamento e alimentação";"CE";117
"11791";1993;"Alojamento e alimentação";"DF";68
"11792";1993;"Alojamento e alimentação";"ES";86
"11793";1993;"Alojamento e alimentação";"GO";89
"11794";1993;"Alojamento e alimentação";"MA";27
"11795";1993;"Alojamento e alimentação";"MG";412
"11796";1993;"Alojamento e alimentação";"MS";37
"11797";1993;"Alojamento e alimentação";"MT";52
"11798";1993;"Alojamento e alimentação";"PA";28
"11799";1993;"Alojamento e alimentação";"PB";9
"11800";1993;"Alojamento e alimentação";"PE";84
"11801";1993;"Alojamento e alimentação";"PI";33
"11802";1993;"Alojamento e alimentação";"PR";292
"11803";1993;"Alojamento e alimentação";"RJ";234
"11804";1993;"Alojamento e alimentação";"RN";29
"11805";1993;"Alojamento e alimentação";"RO";28
"11806";1993;"Alojamento e alimentação";"RR";6
"11807";1993;"Alojamento e alimentação";"RS";406
"11808";1993;"Alojamento e alimentação";"SC";271
"11809";1993;"Alojamento e alimentação";"SE";10
"11810";1993;"Alojamento e alimentação";"SP";1397
"11811";1993;"Alojamento e alimentação";"TO";11
"11812";1993;"Artes, cultura, esporte e recreação";"AC";1
"11813";1993;"Artes, cultura, esporte e recreação";"AL";6
"11814";1993;"Artes, cultura, esporte e recreação";"AM";9
"11815";1993;"Artes, cultura, esporte e recreação";"AP";1
"11816";1993;"Artes, cultura, esporte e recreação";"BA";59
"11817";1993;"Artes, cultura, esporte e recreação";"CE";20
"11818";1993;"Artes, cultura, esporte e recreação";"DF";16
"11819";1993;"Artes, cultura, esporte e recreação";"ES";24
"11820";1993;"Artes, cultura, esporte e recreação";"GO";25
"11821";1993;"Artes, cultura, esporte e recreação";"MA";6
"11822";1993;"Artes, cultura, esporte e recreação";"MG";125
"11823";1993;"Artes, cultura, esporte e recreação";"MS";17
"11824";1993;"Artes, cultura, esporte e recreação";"MT";12
"11825";1993;"Artes, cultura, esporte e recreação";"PA";21
"11826";1993;"Artes, cultura, esporte e recreação";"PB";9
"11827";1993;"Artes, cultura, esporte e recreação";"PE";22
"11828";1993;"Artes, cultura, esporte e recreação";"PI";6
"11829";1993;"Artes, cultura, esporte e recreação";"PR";80
"11830";1993;"Artes, cultura, esporte e recreação";"RJ";99
"11831";1993;"Artes, cultura, esporte e recreação";"RN";10
"11832";1993;"Artes, cultura, esporte e recreação";"RO";1
"11833";1993;"Artes, cultura, esporte e recreação";"RR";2
"11834";1993;"Artes, cultura, esporte e recreação";"RS";159
"11835";1993;"Artes, cultura, esporte e recreação";"SC";124
"11836";1993;"Artes, cultura, esporte e recreação";"SE";5
"11837";1993;"Artes, cultura, esporte e recreação";"SP";253
"11838";1993;"Artes, cultura, esporte e recreação";"TO";8
"11839";1993;"Atividades administrativas e serviços complementares";"AC";5
"11840";1993;"Atividades administrativas e serviços complementares";"AL";87
"11841";1993;"Atividades administrativas e serviços complementares";"AM";41
"11842";1993;"Atividades administrativas e serviços complementares";"AP";3
"11843";1993;"Atividades administrativas e serviços complementares";"BA";506
"11844";1993;"Atividades administrativas e serviços complementares";"CE";292
"11845";1993;"Atividades administrativas e serviços complementares";"DF";349
"11846";1993;"Atividades administrativas e serviços complementares";"ES";418
"11847";1993;"Atividades administrativas e serviços complementares";"GO";207
"11848";1993;"Atividades administrativas e serviços complementares";"MA";43
"11849";1993;"Atividades administrativas e serviços complementares";"MG";1813
"11850";1993;"Atividades administrativas e serviços complementares";"MS";44
"11851";1993;"Atividades administrativas e serviços complementares";"MT";57
"11852";1993;"Atividades administrativas e serviços complementares";"PA";90
"11853";1993;"Atividades administrativas e serviços complementares";"PB";148
"11854";1993;"Atividades administrativas e serviços complementares";"PE";504
"11855";1993;"Atividades administrativas e serviços complementares";"PI";43
"11856";1993;"Atividades administrativas e serviços complementares";"PR";1063
"11857";1993;"Atividades administrativas e serviços complementares";"RJ";3351
"11858";1993;"Atividades administrativas e serviços complementares";"RN";74
"11859";1993;"Atividades administrativas e serviços complementares";"RO";12
"11860";1993;"Atividades administrativas e serviços complementares";"RR";9
"11861";1993;"Atividades administrativas e serviços complementares";"RS";1326
"11862";1993;"Atividades administrativas e serviços complementares";"SC";591
"11863";1993;"Atividades administrativas e serviços complementares";"SE";41
"11864";1993;"Atividades administrativas e serviços complementares";"SP";3740
"11865";1993;"Atividades administrativas e serviços complementares";"TO";11
"11866";1993;"Atividades financeiras, de seguros e serviços relacionados ";"AL";6
"11867";1993;"Atividades financeiras, de seguros e serviços relacionados ";"AM";7
"11868";1993;"Atividades financeiras, de seguros e serviços relacionados ";"BA";35
"11869";1993;"Atividades financeiras, de seguros e serviços relacionados ";"CE";21
"11870";1993;"Atividades financeiras, de seguros e serviços relacionados ";"DF";21
"11871";1993;"Atividades financeiras, de seguros e serviços relacionados ";"ES";25
"11872";1993;"Atividades financeiras, de seguros e serviços relacionados ";"GO";30
"11873";1993;"Atividades financeiras, de seguros e serviços relacionados ";"MA";3
"11874";1993;"Atividades financeiras, de seguros e serviços relacionados ";"MG";124
"11875";1993;"Atividades financeiras, de seguros e serviços relacionados ";"MS";10
"11876";1993;"Atividades financeiras, de seguros e serviços relacionados ";"MT";12
"11877";1993;"Atividades financeiras, de seguros e serviços relacionados ";"PA";7
"11878";1993;"Atividades financeiras, de seguros e serviços relacionados ";"PB";5
"11879";1993;"Atividades financeiras, de seguros e serviços relacionados ";"PE";16
"11880";1993;"Atividades financeiras, de seguros e serviços relacionados ";"PI";5
"11881";1993;"Atividades financeiras, de seguros e serviços relacionados ";"PR";100
"11882";1993;"Atividades financeiras, de seguros e serviços relacionados ";"RJ";133
"11883";1993;"Atividades financeiras, de seguros e serviços relacionados ";"RN";5
"11884";1993;"Atividades financeiras, de seguros e serviços relacionados ";"RO";4
"11885";1993;"Atividades financeiras, de seguros e serviços relacionados ";"RS";108
"11886";1993;"Atividades financeiras, de seguros e serviços relacionados ";"SC";46
"11887";1993;"Atividades financeiras, de seguros e serviços relacionados ";"SE";2
"11888";1993;"Atividades financeiras, de seguros e serviços relacionados ";"SP";561
"11889";1993;"Atividades financeiras, de seguros e serviços relacionados ";"TO";1
"11890";1993;"Atividades imobili?rias";"AC";1
"11891";1993;"Atividades imobili?rias";"AL";8
"11892";1993;"Atividades imobili?rias";"AM";8
"11893";1993;"Atividades imobili?rias";"AP";2
"11894";1993;"Atividades imobili?rias";"BA";35
"11895";1993;"Atividades imobili?rias";"CE";31
"11896";1993;"Atividades imobili?rias";"DF";29
"11897";1993;"Atividades imobili?rias";"ES";28
"11898";1993;"Atividades imobili?rias";"GO";26
"11899";1993;"Atividades imobili?rias";"MA";10
"11900";1993;"Atividades imobili?rias";"MG";144
"11901";1993;"Atividades imobili?rias";"MS";16
"11902";1993;"Atividades imobili?rias";"MT";21
"11903";1993;"Atividades imobili?rias";"PA";9
"11904";1993;"Atividades imobili?rias";"PB";4
"11905";1993;"Atividades imobili?rias";"PE";25
"11906";1993;"Atividades imobili?rias";"PI";5
"11907";1993;"Atividades imobili?rias";"PR";117
"11908";1993;"Atividades imobili?rias";"RJ";95
"11909";1993;"Atividades imobili?rias";"RN";13
"11910";1993;"Atividades imobili?rias";"RO";6
"11911";1993;"Atividades imobili?rias";"RR";1
"11912";1993;"Atividades imobili?rias";"RS";113
"11913";1993;"Atividades imobili?rias";"SC";145
"11914";1993;"Atividades imobili?rias";"SE";6
"11915";1993;"Atividades imobili?rias";"SP";387
"11916";1993;"Atividades imobili?rias";"TO";8
"11917";1993;"Atividades profissionais, científicas e técnicas";"AC";5
"11918";1993;"Atividades profissionais, científicas e técnicas";"AL";18
"11919";1993;"Atividades profissionais, científicas e técnicas";"AM";29
"11920";1993;"Atividades profissionais, científicas e técnicas";"AP";7
"11921";1993;"Atividades profissionais, científicas e técnicas";"BA";120
